Impressionism/edgar-degas_landscape-on-the-orne.jpg,12
Realism/camille-corot_mantes-cathedral.jpg,21
Abstract_Expressionism/gene-davis_untitled-1979(3).jpg,0
Symbolism/kuzma-petrov-vodkin_in-the-1920.jpg,24
Impressionism/maurice-prendergast_paris-boulevard-in-the-rain-1893.jpg,12
Cubism/candido-portinari_chorinho-1942.jpg,7
Art_Nouveau_Modern/gustav-klimt_the-tree-of-life-stoclet-frieze.jpg,3
Symbolism/ion-theodorescu-sion_ovid-in-exile-1915.jpg,24
Romanticism/william-turner_pope-s-villa-at-twickenham.jpg,23
Color_Field_Painting/gene-davis_tarzan-series-i-1969(1).jpg,5
Pop_Art/hiro-yamagata_joan-d-arc.jpg,19
Impressionism/claude-monet_morning-on-the-seine-near-giverny-1.jpg,12
Impressionism/edgar-degas_dancers-backstage-detail-1883-1.jpg,12
Impressionism/claude-monet_the-tea-set.jpg,12
Minimalism/robert-mangold_distorted-circle-within-a-polygon-i-1972.jpg,14
Impressionism/pierre-auguste-renoir_portrait-of-a-young-girl.jpg,12
Post_Impressionism/vincent-van-gogh_plaster-statuette-of-a-female-torso-1886-1.jpg,20
Color_Field_Painting/luis-feito_untitled-1965.jpg,5
Romanticism/taras-shevchenko_architectural-project-of-private-house-facade-1860.jpg,23
Realism/vasily-surikov_young-lady-with-his-arms-folded-study-to-boyarynya-morozova.jpg,21
Symbolism/nicholas-roerich_guru-kambala-1940.jpg,24
Rococo/giovanni-domenico-tiepolo_the-head-of-an-old-man-inscribed-diogenes.jpg,22
Romanticism/theodore-gericault_paysage-classique-matin.jpg,23
Symbolism/konstantin-bogaevsky_koktebel-house-of-maximilian-voloshin-1905.jpg,24
Rococo/vladimir-borovikovsky_alexander-i.jpg,22
Symbolism/martiros-saryan_caravan-1926.jpg,24
Impressionism/edgar-degas_the-star-dancer-on-pointe.jpg,12
Rococo/giovanni-domenico-tiepolo_virgin-and-child-with-saints.jpg,22
Impressionism/octav-angheluta_ivan-lipoveanul-1969.jpg,12
Realism/theodor-severin-kittelsen_doed-fugl(2).jpg,21
Post_Impressionism/henri-de-toulouse-lautrec_woman-at-her-toilette-them-washing-herself-1896.jpg,20
Rococo/william-hogarth_the-ball.jpg,22
Fauvism/joan-miro_still-life-with-rose.jpg,10
Abstract_Expressionism/william-scott_angle-1963.jpg,0
Realism/henri-fantin-latour_plate-of-fruit-1880.jpg,21
Symbolism/odilon-redon_woman-with-pillar-of-flowers-1903.jpg,24
Impressionism/nicolae-darascu_tulcea-square.jpg,12
Cubism/olga-rozanova_writing-desk.jpg,7
Post_Impressionism/suzanne-valadon_casting-the-net-1914.jpg,20
High_Renaissance/dosso-dossi_sapiente-con-compasso-e-globo.jpg,11
Post_Impressionism/gustave-loiseau_the-seine-at-pontoise.jpg,20
Rococo/antoine-watteau_the-judgment-of-paris-1721.jpg,22
Art_Nouveau_Modern/leon-bakst_le-martyre-de-saint-sebastien-ida-rubinstein-as-st-sebastian-1911.jpg,3
Expressionism/lynd-ward_not-detected-272492.jpg,9
Symbolism/kuzma-petrov-vodkin_the-model-1907.jpg,24
Baroque/francesco-solimena_expulsion-of-heliodorus-from-the-temple.jpg,4
Expressionism/chaim-soutine_woman-in-profile-portrait-of-madame-tennent.jpg,9
Impressionism/camille-pissarro_shepherdesses.jpg,12
Pop_Art/andy-warhol_truck-announcement.jpg,19
Romanticism/francisco-goya_rise-and-fall-1799.jpg,23
Naive_Art_Primitivism/henri-rousseau_corner-of-the-plateau-of-bellevue-1902.jpg,15
Impressionism/robert-julian-onderdonk_golden-evening-southwest-texas.jpg,12
Realism/giovanni-boldini_gossip-1873.jpg,21
Post_Impressionism/franz-marc_deer-at-dusk-1909.jpg,20
Realism/martiros-saryan_october-day-1953.jpg,21
Post_Impressionism/vincent-van-gogh_sun-disk-above-a-path-between-shrubs-1890.jpg,20
Impressionism/robert-julian-onderdonk_panoramic-landscape.jpg,12
Cubism/roger-de-la-fresnaye_seated-man-1914.jpg,7
Realism/thomas-eakins_study-for-ships-and-sailboats-on-the-delaware-1874.jpg,21
Post_Impressionism/meijer-de-haan_self-portrait-in-breton-costume-1889.jpg,20
Contemporary_Realism/janet-fish_cartwheel-2000.jpg,6
Romanticism/orest-kiprensky_portrait-of-ekaterina-semenova-1815.jpg,23
Expressionism/kathe-kollwitz_not_detected_235973.jpg,9
Post_Impressionism/vincent-van-gogh_bridge-near-the-schenkweg(1).jpg,20
Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-russian-fairy-story-feather-of-finist-falcon(1).jpg,3
Symbolism/ferdinand-hodler_youth-admired-by-women.jpg,24
Abstract_Expressionism/joan-snyder_oratorio-1997.jpg,0
Impressionism/vasily-surikov_in-crimea-1913.jpg,12
Realism/vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885-5.jpg,21
Baroque/gerrit-dou_the-teacher-1645.jpg,4
Expressionism/amedeo-modigliani_portrait-of-leon-bakst-1917.jpg,9
Impressionism/claude-monet_view-of-rouen.jpg,12
Mannerism_Late_Renaissance/cristovao-de-figueiredo_exalta-o-da-santa-cruz-1530.jpg,13
Expressionism/egon-schiele_study-of-hands-1913.jpg,9
Symbolism/franz-stuck_lucifer.jpg,24
Impressionism/zinaida-serebriakova_winter-landscape-neskuchnoye-1910.jpg,12
Realism/pyotr-konchalovsky_still-life-delphinium-1937.jpg,21
Art_Nouveau_Modern/carl-larsson_a-late-riser-s-miserable-breakfast-1900(1).jpg,3
Realism/johan-hendrik-weissenbruch_landscape-with-windmill-near-schiedam-1873.jpg,21
Symbolism/george-frederick-watts_alfred-lord-tennyson(1).jpg,24
Abstract_Expressionism/richard-pousette-dart_palimpsest-1944.jpg,0
Baroque/gian-lorenzo-bernini_bust-of-camilla-barberini-nee-barbadori(1).jpg,4
Mannerism_Late_Renaissance/tintoretto_galeas-for-montes.jpg,13
Rococo/thomas-gainsborough_the-honourable-charles-wolfran-cornwal-1786.jpg,22
Impressionism/pierre-auguste-renoir_study-two-women-s-heads-1895.jpg,12
Post_Impressionism/edouard-vuillard_flowers-on-a-fireplace-in-clayes-1935.jpg,20
Baroque/rembrandt_an-old-man-resting-his-hands-upon-a-book-1645.jpg,4
Expressionism/lucian-freud_girl-holding-her-foot-1985.jpg,9
Abstract_Expressionism/conrad-marca-relli_m-4-66-1966.jpg,0
Realism/james-mcneill-whistler_ingres-roger-deliverant-angelique.jpg,21
Impressionism/william-merritt-chase_portrait-of-the-artist-s-daughter-dorothy.jpg,12
Rococo/jean-baptiste-simeon-chardin_the-instruments-of-music-calendar-1767.jpg,22
Romanticism/orest-kiprensky_gurko-v-d-female-portrait-1814.jpg,23
Color_Field_Painting/gil-teixeira-lopes_unknown-title.jpg,5
Post_Impressionism/istvan-ilosvai-varga_nagyb-nya-1929.jpg,20
Art_Nouveau_Modern/nicholas-roerich_intercession-of-the-theotokos-1903.jpg,3
Expressionism/vela-zanetti_self-portrait-1981.jpg,9
Art_Nouveau_Modern/nicholas-roerich_idols-1901-1.jpg,3
New_Realism/edward-hopper_gloucester-mansion.jpg,16
Impressionism/paul-cezanne_the-fountain.jpg,12
Impressionism/henri-de-toulouse-lautrec_dog-car-1880.jpg,12
Abstract_Expressionism/salvador-dali_mulier-amicta-sole-1967.jpg,0
Expressionism/nikolaos-lytras_woman-with-rose.jpg,9
